200,,"",,"12102009","21092009",,"",,,"","7106",,90,1,"ALP5940",,,"",,,,"WOD","4391",,"138108",,1,30
200,,"",,"12102009","22092009",,"",,,"","7107",,97,1,"ALP5941",,,"",,,,"WOD","4391",,"138108",,1,30
200,,"",,"12102009","21092009",,"",,,"","7107",,114,1,"ALP5941",,,"",,,,"WOD","4391",,"138110",,1,30
200,,"",,"12102009","22092009",,"",,,"","7106",,92,1,"ALP5940",,,"",,,,"WOD","4391",,"138110",,1,30
200,,"",,"12102009","21092009",,"",,,"","7106",,109,1,"ALP5940",,,"",,,,"WOD","4391",,"140229",,1,30
200,,"",,"12102009","22092009",,"",,,"","7107",,102,1,"ALP5941",,,"",,,,"WOD","4391",,"140229",,1,30
200,,"",,"12102009","21092009",,"",,,"","7107",,58,1,"ALP5941",,,"",,,,"WOD","4391",,"140236",,1,30
200,,"",,"12102009","22092009",,"",,,"","7106",,65,1,"ALP5940",,,"",,,,"WOD","4391",,"140236",,1,30
200,,"",,"12102009","21092009",,"",,,"","7106",,58,1,"ALP5940",,,"",,,,"WOD","4391",,"140247",,1,30
200,,"",,"12102009","22092009",,"",,,"","7107",,67,1,"ALP5941",,,"",,,,"WOD","4391",,"140247",,1,30
200,,"",,"12102009","21092009",,"",,,"","7107",,116,1,"ALP5941",,,"",,,,"WOD","4391",,"141459",,1,30
200,,"",,"12102009","22092009",,"",,,"","7106",,85,1,"ALP5940",,,"",,,,"WOD","4391",,"141459",,1,30
200,,"",,"12102009","21092009",,"",,,"","7106",,66,1,"ALP5940",,,"",,,,"WOD","4391",,"142621",,1,30
200,,"",,"12102009","22092009",,"",,,"","7107",,62,1,"ALP5941",,,"",,,,"WOD","4391",,"142621",,1,30
200,,"",,"12102009","21092009",,"",,,"","7106",,66,1,"ALP5940",,,"",,,,"WOD","4391",,"142697",,1,30
200,,"",,"12102009","22092009",,"",,,"","7107",,103,1,"ALP5941",,,"",,,,"WOD","4391",,"142697",,1,30
200,,"",,"12102009","21092009",,"",,,"","7106",,90,1,"ALP5940",,,"",,,,"WOD","4391",,"142698",,1,30
200,,"",,"12102009","22092009",,"",,,"","7107",,101,1,"ALP5941",,,"",,,,"WOD","4391",,"142698",,1,30
200,,"",,"12102009","21092009",,"",,,"","7107",,105,1,"ALP5941",,,"",,,,"WOD","4391",,"142705",,1,30
200,,"",,"12102009","22092009",,"",,,"","7106",,85,1,"ALP5940",,,"",,,,"WOD","4391",,"142705",,1,30
200,,"",,"12102009","21092009",,"",,,"","7106",,100,1,"ALP5940",,,"",,,,"WOD","4391",,"142706",,1,30
200,,"",,"12102009","22092009",,"",,,"","7107",,69,1,"ALP5941",,,"",,,,"WOD","4391",,"142706",,1,30
200,,"",,"12102009","21092009",,"",,,"","7107",,108,1,"ALP5941",,,"",,,,"WOD","4391",,"142708",,1,30
200,,"",,"12102009","22092009",,"",,,"","7106",,104,1,"ALP5940",,,"",,,,"WOD","4391",,"142708",,1,30
200,,"",,"12102009","21092009",,"",,,"","7107",,95,1,"ALP5941",,,"",,,,"WOD","4391",,"142709",,1,30
200,,"",,"12102009","22092009",,"",,,"","7106",,104,1,"ALP5940",,,"",,,,"WOD","4391",,"142709",,1,30
200,,"",,"12102009","21092009",,"",,,"","7106",,22,1,"ALP5940",,,"",,,,"WOD","4391",,"143277",,1,30
200,,"",,"12102009","22092009",,"",,,"","7107",,43,1,"ALP5941",,,"",,,,"WOD","4391",,"143277",,1,30
200,,"",,"12102009","21092009",,"",,,"","7107",,88,1,"ALP5941",,,"",,,,"WOD","4391",,"145250",,1,30
200,,"",,"12102009","22092009",,"",,,"","7106",,99,1,"ALP5940",,,"",,,,"WOD","4391",,"145250",,1,30
